symbol,symbol,metric_type,metric
ABT,ptbvAnnual,,
ABT,ptbvQuarterly,,
ABT,quickRatioAnnual,1.29579,
ABT,quickRatioQuarterly,,
ABT,receivablesTurnoverAnnual,5.84644,
ABT,receivablesTurnoverTTM,,
ABT,revenueEmployeeAnnual,320444.4,
ABT,revenueEmployeeTTM,342550.5,
ABT,revenueGrowth3Y,8.1089,
ABT,revenueGrowth5Y,11.1445,
ABT,revenueGrowthQuarterlyYoy,35.33523,
ABT,revenueGrowthTTMYoy,16.33588,
ABT,revenuePerShareAnnual,19.37738,
ABT,revenuePerShareTTM,20.87306,
ABT,revenueShareGrowth5Y,7.41791,
ABT,roaRfy,6.40439,
ABT,roaa5Y,4.18794,
ABT,roae5Y,9.59552,
ABT,roaeTTM,,
ABT,roeRfy,14.08129,
ABT,roeTTM,,
ABT,roi5Y,4.90578,
ABT,roiAnnual,7.6719,
ABT,roiTTM,,
ABT,tangibleBookValuePerShareAnnual,-3.24294,
ABT,tangibleBookValuePerShareQuarterly,,
ABT,tbvCagr5Y,,
ABT,totalDebt/totalEquityAnnual,57.18338,
ABT,totalDebt/totalEquityQuarterly,,
ABT,totalDebtCagr5Y,16.96914,
ABT,yearToDatePriceReturnDaily,9.67212,
ABT,annual,,"{'cashRatio': [{'period': '2019-12-31', 'v': 0.3553346221117555}, {'period': '2018-12-31', 'v': 0.42654238792720817}, {'period': '2017-12-31', 'v': 1.0555430879712746}, {'period': '2016-12-31', 'v': 2.795795795795796}, {'period': '2015-12-31', 'v': 0.5444154147615937}, {'period': '2014-12-31', 'v': 0.3881723511990064}, {'period': '2013-12-31', 'v': 0.3655201430524877}, {'period': '2012-12-31', 'v': 0.8134036144578313}, {'period': '2011-12-31', 'v': 0.4401162790697674}, {'period': '2010-12-31', 'v': 0.21133124782759816}, {'period': '2009-12-31', 'v': 0.6750708866579814}, {'period': '2008-12-31', 'v': 0.3547273982056591}, {'period': '2007-12-31', 'v': 0.2698011644512798}, {'period': '2006-12-31', 'v': 0.04359467826960087}, {'period': '2005-12-31', 'v': 0.3902373247033441}, {'period': '2004-12-31', 'v': 0.1796073835335482}, {'period': '2003-12-31', 'v': 0.13023560209424084}, {'period': '2002-12-31', 'v': 0.10054270208511852}, {'period': '2001-12-31', 'v': 0.0828812917875615}, {'period': '2000-12-31', 'v': 0.21265704979060027}], 'currentRatio': [{'period': '2019-12-31', 'v': 1.4422}, {'period': '2018-12-31', 'v': 1.6236}, {'period': '2017-12-31', 'v': 2.2607}, {'period': '2016-12-31', 'v': 4.0204}, {'period': '2015-12-31', 'v': 1.5409}, {'period': '2014-12-31', 'v': 1.2951}, {'period': '2013-12-31', 'v': 2.0245}, {'period': '2012-12-31', 'v': 2.3587}, {'period': '2011-12-31', 'v': 1.5355}, {'period': '2010-12-31', 'v': 1.2929}, {'period': '2009-12-31', 'v': 1.7867}, {'period': '2008-12-31', 'v': 1.4702}, {'period': '2007-12-31', 'v': 1.5427}, {'period': '2006-12-31', 'v': 0.944}, {'period': '2005-12-31', 'v': 1.5353}, {'period': '2004-12-31', 'v': 1.5725}, {'period': '2003-12-31', 'v': 1.3469}, {'period': '2002-12-31', 'v': 1.3028}, {'period': '2001-12-31', 'v': 1.0621}, {'period': '2000-12-31', 'v': 1.7161}], 'ebitPerShare': [{'period': '2019-12-31', 'v': 2.5093}, {'period': '2018-12-31', 'v': 1.9678}, {'period': '2017-12-31', 'v': 0.8942}, {'period': '2016-12-31', 'v': 2.0405}, {'period': '2015-12-31', 'v': 1.9037}, {'period': '2014-12-31', 'v': 1.6902}, {'period': '2013-12-31', 'v': 1.6703}, {'period': '2012-12-31', 'v': 4.2299}, {'period': '2011-12-31', 'v': 3.6707}, {'period': '2010-12-31', 'v': 3.9126}, {'period': '2009-12-31', 'v': 4.7074}, {'period': '2008-12-31', 'v': 3.7079}, {'period': '2007-12-31', 'v': 2.9353}, {'period': '2006-12-31', 'v': 1.3286}, {'period': '2005-12-31', 'v': 2.789}, {'period': '2004-12-31', 'v': 2.4812}, {'period': '2003-12-31', 'v': 2.1139}, {'period': '2002-12-31', 'v': 2.2441}, {'period': '2001-12-31', 'v': 1.2095}, {'period': '2000-12-31', 'v': 2.1718}], 'eps': [{'period': '2019-12-31', 'v': 2.0702}, {'period': '2018-12-31', 'v': 1.3379}, {'period': '2017-12-31', 'v': 0.2727}, {'period': '2016-12-31', 'v': 0.944}, {'period': '2015-12-31', 'v': 2.9369}, {'period': '2014-12-31', 'v': 1.4957}, {'period': '2013-12-31', 'v': 1.6366}, {'period': '2012-12-31', 'v': 3.7456}, {'period': '2011-12-31', 'v': 3.0172}, {'period': '2010-12-31', 'v': 2.973}, {'period': '2009-12-31', 'v': 3.6952}, {'period': '2008-12-31', 'v': 3.1268}, {'period': '2007-12-31', 'v': 2.3115}, {'period': '2006-12-31', 'v': 1.1171}, {'period': '2005-12-31', 'v': 2.156}, {'period': '2004-12-31', 'v': 2.0598}, {'period': '2003-12-31', 'v': 1.7513}, {'period': '2002-12-31', 'v': 1.7762}, {'period': '2001-12-31', 'v': 0.9898}, {'period': '2000-12-31', 'v': 1.7791}], 'grossMargin': [{'period': '2019-12-31', 'v': 0.5864}, {'period': '2018-12-31', 'v': 0.585}, {'period': '2017-12-31', 'v': 0.5474}, {'period': '2016-12-31', 'v': 0.5643}, {'period': '2015-12-31', 'v': 0.5722}, {'period': '2014-12-31', 'v': 0.5457}, {'period': '2013-12-31', 'v': 0.5442}, {'period': '2012-12-31', 'v': 0.6226}, {'period': '2011-12-31', 'v': 0.6}, {'period': '2010-12-31', 'v': 0.583}, {'period': '2009-12-31', 'v': 0.5706}, {'period': '2008-12-31', 'v': 0.5729}, {'period': '2007-12-31', 'v': 0.5592}, {'period': '2006-12-31', 'v': 0.5633}, {'period': '2005-12-31', 'v': 0.5236}, {'period': '2004-12-31', 'v': 0.5486}, {'period': '2003-12-31', 'v': 0.519}, {'period': '2002-12-31', 'v': 0.519}, {'period': '2001-12-31', 'v': 0.5242}, {'period': '2000-12-31', 'v': 0.5461}], 'longtermDebtTotalAsset': [{'period': '2019-12-31', 'v': 0.2374}, {'period': '2018-12-31', 'v': 0.2882}, {'period': '2017-12-31', 'v': 0.3569}, {'period': '2016-12-31', 'v': 0.3927}, {'period': '2015-12-31', 'v': 0.1423}, {'period': '2014-12-31', 'v': 0.0823}, {'period': '2013-12-31', 'v': 0.0789}, {'period': '2012-12-31', 'v': 0.269}, {'period': '2011-12-31', 'v': 0.1997}, {'period': '2010-12-31', 'v': 0.2106}, {'period': '2009-12-31', 'v': 0.2149}, {'period': '2008-12-31', 'v': 0.2054}, {'period': '2007-12-31', 'v': 0.2389}, {'period': '2006-12-31', 'v': 0.1938}, {'period': '2005-12-31', 'v': 0.1569}, {'period': '2004-12-31', 'v': 0.1664}, {'period': '2003-12-31', 'v': 0.1292}, {'period': '2002-12-31', 'v': 0.1762}, {'period': '2001-12-31', 'v': 0.1861}, {'period': '2000-12-31', 'v': 0.0704}], 'longtermDebtTotalCapital': [{'period': '2019-12-31', 'v': 0.331}, {'period': '2018-12-31', 'v': 0.3865}, {'period': '2017-12-31', 'v': 0.4626}, {'period': '2016-12-31', 'v': 0.4914}, {'period': '2015-12-31', 'v': 0.1972}, {'period': '2014-12-31', 'v': 0.1174}, {'period': '2013-12-31', 'v': 0.1085}, {'period': '2012-12-31', 'v': 0.3832}, {'period': '2011-12-31', 'v': 0.3021}, {'period': '2010-12-31', 'v': 0.3032}, {'period': '2009-12-31', 'v': 0.2866}, {'period': '2008-12-31', 'v': 0.3012}, {'period': '2007-12-31', 'v': 0.3163}, {'period': '2006-12-31', 'v': 0.2649}, {'period': '2005-12-31', 'v': 0.2172}, {'period': '2004-12-31', 'v': 0.2268}, {'period': '2003-12-31', 'v': 0.1811}, {'period': '2002-12-31', 'v': 0.2501}, {'period': '2001-12-31', 'v': 0.2652}, {'period': '2000-12-31', 'v': 0.1063}], 'longtermDebtTotalEquity': [{'period': '2019-12-31', 'v': 0.5184}, {'period': '2018-12-31', 'v': 0.6342}, {'period': '2017-12-31', 'v': 0.8807}, {'period': '2016-12-31', 'v': 1.007}, {'period': '2015-12-31', 'v': 0.2768}, {'period': '2014-12-31', 'v': 0.1576}, {'period': '2013-12-31', 'v': 0.1346}, {'period': '2012-12-31', 'v': 0.6768}, {'period': '2011-12-31', 'v': 0.4926}, {'period': '2010-12-31', 'v': 0.5594}, {'period': '2009-12-31', 'v': 0.4929}, {'period': '2008-12-31', 'v': 0.4985}, {'period': '2007-12-31', 'v': 0.5337}, {'period': '2006-12-31', 'v': 0.4988}, {'period': '2005-12-31', 'v': 0.3172}, {'period': '2004-12-31', 'v': 0.3342}, {'period': '2003-12-31', 'v': 0.2641}, {'period': '2002-12-31', 'v': 0.4008}, {'period': '2001-12-31', 'v': 0.4785}, {'period': '2000-12-31', 'v': 0.1255}], 'netDebtToTotalCapital': [{'period': '2019-12-31', 'v': 0.2821}, {'period': '2018-12-31', 'v': 0.3139}, {'period': '2017-12-31', 'v': 0.3148}, {'period': '2016-12-31', 'v': 0.0697}, {'period': '2015-12-31', 'v': 0.1196}, {'period': '2014-12-31', 'v': 0.1149}, {'period': '2013-12-31', 'v': 0.0827}, {'period': '2012-12-31', 'v': 0.205}, {'period': '2011-12-31', 'v': 0.2158}, {'period': '2010-12-31', 'v': 0.3697}, {'period': '2009-12-31', 'v': 0.1945}, {'period': '2008-12-31', 'v': 0.2535}, {'period': '2007-12-31', 'v': 0.3253}, {'period': '2006-12-31', 'v': 0.4493}, {'period': '2005-12-31', 'v': 0.1777}, {'period': '2004-12-31', 'v': 0.2632}, {'period': '2003-12-31', 'v': 0.262}, {'period': '2002-12-31', 'v': 0.3347}, {'period': '2001-12-31', 'v': 0.4057}, {'period': '2000-12-31', 'v': 0.0634}], 'netDebtToTotalEquity': [{'period': '2019-12-31', 'v': 0.4417}, {'period': '2018-12-31', 'v': 0.5151}, {'period': '2017-12-31', 'v': 0.5993}, {'period': '2016-12-31', 'v': 0.1428}, {'period': '2015-12-31', 'v': 0.1679}, {'period': '2014-12-31', 'v': 0.1543}, {'period': '2013-12-31', 'v': 0.1025}, {'period': '2012-12-31', 'v': 0.362}, {'period': '2011-12-31', 'v': 0.352}, {'period': '2010-12-31', 'v': 0.6821}, {'period': '2009-12-31', 'v': 0.3346}, {'period': '2008-12-31', 'v': 0.4195}, {'period': '2007-12-31', 'v': 0.5488}, {'period': '2006-12-31', 'v': 0.846}, {'period': '2005-12-31', 'v': 0.2595}, {'period': '2004-12-31', 'v': 0.3878}, {'period': '2003-12-31', 'v': 0.3821}, {'period': '2002-12-31', 'v': 0.5362}, {'period': '2001-12-31', 'v': 0.7321}, {'period': '2000-12-31', 'v': 0.0749}], 'netMargin': [{'period': '2019-12-31', 'v': 0.1156}, {'period': '2018-12-31', 'v': 0.0774}, {'period': '2017-12-31', 'v': 0.0174}, {'period': '2016-12-31', 'v': 0.0671}, {'period': '2015-12-31', 'v': 0.2168}, {'period': '2014-12-31', 'v': 0.1128}, {'period': '2013-12-31', 'v': 0.1179}, {'period': '2012-12-31', 'v': 0.1495}, {'period': '2011-12-31', 'v': 0.1217}, {'period': '2010-12-31', 'v': 0.1315}, {'period': '2009-12-31', 'v': 0.1868}, {'period': '2008-12-31', 'v': 0.1653}, {'period': '2007-12-31', 'v': 0.1392}, {'period': '2006-12-31', 'v': 0.0764}, {'period': '2005-12-31', 'v': 0.151}, {'period': '2004-12-31', 'v': 0.1644}, {'period': '2003-12-31', 'v': 0.1399}, {'period': '2002-12-31', 'v': 0.158}, {'period': '2001-12-31', 'v': 0.0952}, {'period': '2000-12-31', 'v': 0.2027}], 'operatingMargin': [{'period': '2019-12-31', 'v': 0.1401}, {'period': '2018-12-31', 'v': 0.1139}, {'period': '2017-12-31', 'v': 0.0571}, {'period': '2016-12-31', 'v': 0.1451}, {'period': '2015-12-31', 'v': 0.1405}, {'period': '2014-12-31', 'v': 0.1275}, {'period': '2013-12-31', 'v': 0.1203}, {'period': '2012-12-31', 'v': 0.1689}, {'period': '2011-12-31', 'v': 0.1481}, {'period': '2010-12-31', 'v': 0.1731}, {'period': '2009-12-31', 'v': 0.2379}, {'period': '2008-12-31', 'v': 0.196}, {'period': '2007-12-31', 'v': 0.1767}, {'period': '2006-12-31', 'v': 0.0909}, {'period': '2005-12-31', 'v': 0.1953}, {'period': '2004-12-31', 'v': 0.1981}, {'period': '2003-12-31', 'v': 0.1688}, {'period': '2002-12-31', 'v': 0.1996}, {'period': '2001-12-31', 'v': 0.1163}, {'period': '2000-12-31', 'v': 0.2474}], 'pretaxMargin': [{'period': '2019-12-31', 'v': 0.1278}, {'period': '2018-12-31', 'v': 0.094}, {'period': '2017-12-31', 'v': 0.0815}, {'period': '2016-12-31', 'v': 0.0678}, {'period': '2015-12-31', 'v': 0.156}, {'period': '2014-12-31', 'v': 0.1244}, {'period': '2013-12-31', 'v': 0.1154}, {'period': '2012-12-31', 'v': 0.1571}, {'period': '2011-12-31', 'v': 0.1338}, {'period': '2010-12-31', 'v': 0.1625}, {'period': '2009-12-31', 'v': 0.2338}, {'period': '2008-12-31', 'v': 0.1983}, {'period': '2007-12-31', 'v': 0.1725}, {'period': '2006-12-31', 'v': 0.1013}, {'period': '2005-12-31', 'v': 0.2068}, {'period': '2004-12-31', 'v': 0.2097}, {'period': '2003-12-31', 'v': 0.1897}, {'period': '2002-12-31', 'v': 0.2077}, {'period': '2001-12-31', 'v': 0.1156}, {'period': '2000-12-31', 'v': 0.2776}], 'salesPerShare': [{'period': '2019-12-31', 'v': 17.9135}, {'period': '2018-12-31', 'v': 17.2757}, {'period': '2017-12-31', 'v': 15.6604}, {'period': '2016-12-31', 'v': 14.0614}, {'period': '2015-12-31', 'v': 13.5491}, {'period': '2014-12-31', 'v': 13.2593}, {'period': '2013-12-31', 'v': 13.8806}, {'period': '2012-12-31', 'v': 25.0465}, {'period': '2011-12-31', 'v': 24.7932}, {'period': '2010-12-31', 'v': 22.6009}, {'period': '2009-12-31', 'v': 19.7846}, {'period': '2008-12-31', 'v': 18.9161}, {'period': '2007-12-31', 'v': 16.6115}, {'period': '2006-12-31', 'v': 14.6233}, {'period': '2005-12-31', 'v': 14.2826}, {'period': '2004-12-31', 'v': 12.5271}, {'period': '2003-12-31', 'v': 12.5197}, {'period': '2002-12-31', 'v': 11.2428}, {'period': '2001-12-31', 'v': 10.3991}, {'period': '2000-12-31', 'v': 8.7778}], 'sgaToSale': [{'period': '2019-12-31', 'v': 0.4136}, {'period': '2018-12-31', 'v': 0.415}, {'period': '2017-12-31', 'v': 0.4526}, {'period': '2016-12-31', 'v': 0.4357}, {'period': '2015-12-31', 'v': 0.4278}, {'period': '2014-12-31', 'v': 0.4543}, {'period': '2013-12-31', 'v': 0.4558}, {'period': '2012-12-31', 'v': 0.3774}, {'period': '2011-12-31', 'v': 0.4}, {'period': '2010-12-31', 'v': 0.417}, {'period': '2009-12-31', 'v': 0.4294}, {'period': '2008-12-31', 'v': 0.4271}, {'period': '2007-12-31', 'v': 0.4408}, {'period': '2006-12-31', 'v': 0.4367}, {'period': '2005-12-31', 'v': 0.4764}, {'period': '2004-12-31', 'v': 0.4514}, {'period': '2003-12-31', 'v': 0.4809}, {'period': '2002-12-31', 'v': 0.481}, {'period': '2001-12-31', 'v': 0.4758}, {'period': '2000-12-31', 'v': 0.4539}], 'totalDebtToEquity': [{'period': '2019-12-31', 'v': 0.5659}, {'period': '2018-12-31', 'v': 0.641}, {'period': '2017-12-31', 'v': 0.9038}, {'period': '2016-12-31', 'v': 1.0494}, {'period': '2015-12-31', 'v': 0.4037}, {'period': '2014-12-31', 'v': 0.3431}, {'period': '2013-12-31', 'v': 0.2406}, {'period': '2012-12-31', 'v': 0.7663}, {'period': '2011-12-31', 'v': 0.6307}, {'period': '2010-12-31', 'v': 0.845}, {'period': '2009-12-31', 'v': 0.72}, {'period': '2008-12-31', 'v': 0.6547}, {'period': '2007-12-31', 'v': 0.687}, {'period': '2006-12-31', 'v': 0.8831}, {'period': '2005-12-31', 'v': 0.4602}, {'period': '2004-12-31', 'v': 0.4733}, {'period': '2003-12-31', 'v': 0.4582}, {'period': '2002-12-31', 'v': 0.6023}, {'period': '2001-12-31', 'v': 0.8046}, {'period': '2000-12-31', 'v': 0.1815}], 'totalDebtToTotalAsset': [{'period': '2019-12-31', 'v': 0.2592}, {'period': '2018-12-31', 'v': 0.2913}, {'period': '2017-12-31', 'v': 0.3662}, {'period': '2016-12-31', 'v': 0.4092}, {'period': '2015-12-31', 'v': 0.2076}, {'period': '2014-12-31', 'v': 0.1792}, {'period': '2013-12-31', 'v': 0.141}, {'period': '2012-12-31', 'v': 0.3045}, {'period': '2011-12-31', 'v': 0.2557}, {'period': '2010-12-31', 'v': 0.3182}, {'period': '2009-12-31', 'v': 0.3139}, {'period': '2008-12-31', 'v': 0.2698}, {'period': '2007-12-31', 'v': 0.3075}, {'period': '2006-12-31', 'v': 0.3431}, {'period': '2005-12-31', 'v': 0.2277}, {'period': '2004-12-31', 'v': 0.2357}, {'period': '2003-12-31', 'v': 0.2242}, {'period': '2002-12-31', 'v': 0.2648}, {'period': '2001-12-31', 'v': 0.3129}, {'period': '2000-12-31', 'v': 0.1018}], 'totalDebtToTotalCapital': [{'period': '2019-12-31', 'v': 0.3614}, {'period': '2018-12-31', 'v': 0.3906}, {'period': '2017-12-31', 'v': 0.4747}, {'period': '2016-12-31', 'v': 0.512}, {'period': '2015-12-31', 'v': 0.2876}, {'period': '2014-12-31', 'v': 0.2554}, {'period': '2013-12-31', 'v': 0.1939}, {'period': '2012-12-31', 'v': 0.4338}, {'period': '2011-12-31', 'v': 0.3868}, {'period': '2010-12-31', 'v': 0.458}, {'period': '2009-12-31', 'v': 0.4186}, {'period': '2008-12-31', 'v': 0.3957}, {'period': '2007-12-31', 'v': 0.4072}, {'period': '2006-12-31', 'v': 0.469}, {'period': '2005-12-31', 'v': 0.3152}, {'period': '2004-12-31', 'v': 0.3213}, {'period': '2003-12-31', 'v': 0.3142}, {'period': '2002-12-31', 'v': 0.3759}, {'period': '2001-12-31', 'v': 0.4459}, {'period': '2000-12-31', 'v': 0.1536}], 'totalRatio': [{'period': '2019-12-31', 'v': 1.8448}, {'period': '2018-12-31', 'v': 1.8329}, {'period': '2017-12-31', 'v': 1.6813}, {'period': '2016-12-31', 'v': 1.6393}, {'period': '2015-12-31', 'v': 2.0586}, {'period': '2014-12-31', 'v': 2.0937}, {'period': '2013-12-31', 'v': 2.4155}, {'period': '2012-12-31', 'v': 1.6595}, {'period': '2011-12-31', 'v': 1.682}, {'period': '2010-12-31', 'v': 1.6039}, {'period': '2009-12-31', 'v': 1.7732}, {'period': '2008-12-31', 'v': 1.7008}, {'period': '2007-12-31', 'v': 1.8105}, {'period': '2006-12-31', 'v': 1.6352}, {'period': '2005-12-31', 'v': 1.9789}, {'period': '2004-12-31', 'v': 1.9919}, {'period': '2003-12-31', 'v': 1.9581}, {'period': '2002-12-31', 'v': 1.7844}, {'period': '2001-12-31', 'v': 1.6363}, {'period': '2000-12-31', 'v': 2.277}]}"
ABBV,10DayAverageTradingVolume,6.4311,
ABBV,13WeekPriceReturnDaily,10.08022,
ABBV,26WeekPriceReturnDaily,29.49068,
ABBV,3MonthAverageTradingVolume,148.14454,
ABBV,52WeekHigh,115.94,
ABBV,52WeekHighDate,2021-05-04,
ABBV,52WeekLow,79.1101,
ABBV,52WeekLowDate,2020-10-29,
ABBV,52WeekPriceReturnDaily,39.14,
ABBV,5DayPriceReturnDaily,2.20747,
ABBV,assetTurnoverAnnual,0.38221,
ABBV,assetTurnoverTTM,0.38221,
ABBV,beta,0.8022,
ABBV,bookValuePerShareAnnual,7.40794,
ABBV,bookValuePerShareQuarterly,7.40794,
ABBV,bookValueShareGrowth5Y,24.76406,
ABBV,capitalSpendingGrowth5Y,8.44718,
ABBV,cashFlowPerShareAnnual,6.6306,
ABBV,cashFlowPerShareTTM,6.51619,
ABBV,cashPerSharePerShareAnnual,4.8036,
ABBV,cashPerSharePerShareQuarterly,4.8036,
ABBV,currentDividendYieldTTM,4.14399,
ABBV,currentEv/freeCashFlowAnnual,108.0309,
ABBV,currentEv/freeCashFlowTTM,108.0309,
ABBV,currentRatioAnnual,0.84341,
ABBV,currentRatioQuarterly,0.84341,
ABBV,dividendGrowthRate5Y,22.62168,
ABBV,dividendPerShare5Y,3.486,
ABBV,dividendPerShareAnnual,4.72,
ABBV,dividendYield5Y,3.8975,
ABBV,dividendYieldIndicatedAnnual,4.56541,
ABBV,dividendsPerShareTTM,4.72,
ABBV,ebitdPerShareTTM,11.21492,
ABBV,ebitdaCagr5Y,17.61661,
ABBV,ebitdaInterimCagr5Y,16.76515,
ABBV,epsBasicExclExtraItemsAnnual,2.73305,
ABBV,epsBasicExclExtraItemsTTM,2.71595,
ABBV,epsExclExtraItemsAnnual,2.72325,
ABBV,epsExclExtraItemsTTM,2.70989,
ABBV,epsGrowth3Y,-8.4171,
ABBV,epsGrowth5Y,-2.82218,
ABBV,epsGrowthQuarterlyYoy,-99.40104,
ABBV,epsGrowthTTMYoy,-48.68138,
ABBV,epsInclExtraItemsAnnual,2.72325,
ABBV,epsInclExtraItemsTTM,2.70989,
ABBV,epsNormalizedAnnual,3.65923,
ABBV,focfCagr5Y,19.59372,
ABBV,freeCashFlowAnnual,9074,
ABBV,freeCashFlowPerShareTTM,5.3302,
ABBV,freeCashFlowTTM,9074,
ABBV,freeOperatingCashFlow/revenue5Y,18.6254,
ABBV,freeOperatingCashFlow/revenueTTM,19.8105,
ABBV,grossMargin5Y,73.80928,
ABBV,grossMarginAnnual,66.69068,
ABBV,grossMarginTTM,66.40686,
ABBV,inventoryTurnoverAnnual,5.95628,
ABBV,inventoryTurnoverTTM,6.00703,
ABBV,longTermDebt/equityAnnual,593.1019,
ABBV,longTermDebt/equityQuarterly,593.1019,
ABBV,marketCapitalization,201013.7,
ABBV,monthToDatePriceReturnDaily,2.15247,
ABBV,netDebtAnnual,77577,
ABBV,netDebtInterim,77577,
ABBV,netIncomeEmployeeAnnual,120051.9,
ABBV,netIncomeEmployeeTTM,98340.42,
ABBV,netInterestCoverageAnnual,5.58358,
ABBV,netInterestCoverageTTM,5.36835,
ABBV,netMarginGrowth5Y,-14.82021,
ABBV,netProfitMargin5Y,18.0707,
ABBV,netProfitMarginAnnual,10.09082,
ABBV,netProfitMarginTTM,10.09082,
ABBV,operatingMargin5Y,30.00115,
ABBV,operatingMarginAnnual,24.80788,
ABBV,operatingMarginTTM,24.80788,
ABBV,payoutRatioAnnual,181.6945,
ABBV,payoutRatioTTM,181.7344,
ABBV,pbAnnual,15.37539,
ABBV,pbQuarterly,15.37539,
ABBV,pcfShareTTM,18.12077,
ABBV,peBasicExclExtraTTM,39.45213,
ABBV,peExclExtraAnnual,41.82503,
ABBV,peExclExtraHighTTM,39.54035,
ABBV,peExclExtraTTM,42.03123,
ABBV,peExclLowTTM,13.85585,
ABBV,peInclExtraTTM,42.03123,
ABBV,peNormalizedAnnual,31.12677,
ABBV,pfcfShareAnnual,22.15271,
ABBV,pfcfShareTTM,22.15271,
ABBV,pretaxMargin5Y,19.69616,
ABBV,pretaxMarginAnnual,7.41857,
ABBV,pretaxMarginTTM,7.41857,
ABBV,priceRelativeToS&P50013Week,1.13696,
ABBV,priceRelativeToS&P50026Week,4.75641,
ABBV,priceRelativeToS&P5004Week,5.73058,
ABBV,priceRelativeToS&P50052Week,-5.02494,
ABBV,priceRelativeToS&P500Ytd,-4.12935,
ABBV,psAnnual,4.38856,
ABBV,psTTM,4.38856,
ABBV,ptbvAnnual,,
ABBV,ptbvQuarterly,,
ABBV,quickRatioAnnual,0.72792,
ABBV,quickRatioQuarterly,0.72792,
ABBV,receivablesTurnoverAnnual,6.42863,
ABBV,receivablesTurnoverTTM,6.42863,
ABBV,revenueEmployeeAnnual,1189714,
ABBV,revenueEmployeeTTM,974553.2,
ABBV,revenueGrowth3Y,17.52653,
ABBV,revenueGrowth5Y,14.91302,
ABBV,revenueGrowthQuarterlyYoy,59.21415,
ABBV,revenueGrowthTTMYoy,37.69013,
ABBV,revenuePerShareAnnual,27.37836,
ABBV,revenuePerShareTTM,26.90594,
ABBV,revenueShareGrowth5Y,14.41416,
ABBV,roaRfy,3.85681,
ABBV,roaa5Y,7.73299,
ABBV,roae5Y,1830.021,
ABBV,roaeTTM,185.7667,
ABBV,roeRfy,185.8075,
ABBV,roeTTM,3.85681,
ABBV,roi5Y,9.7165,
ABBV,roiAnnual,4.73049,
ABBV,roiTTM,4.73049,
ABBV,tangibleBookValuePerShareAnnual,-58.30949,
ABBV,tangibleBookValuePerShareQuarterly,-58.30949,
ABBV,tbvCagr5Y,,
ABBV,totalDebt/totalEquityAnnual,658.1218,
ABBV,totalDebt/totalEquityQuarterly,658.1218,
ABBV,totalDebtCagr5Y,22.13043,
ABBV,yearToDatePriceReturnDaily,6.29958,
