symbol,symbol,metric_type,metric
ABBV,annual,,"{'cashRatio': [{'period': '2019-12-31', 'v': 2.5616939364773823}, {'period': '2018-12-31', 'v': 0.4228203492081907}, {'period': '2017-12-31', 'v': 0.559040923021453}, {'period': '2016-12-31', 'v': 0.5214190778039055}, {'period': '2015-12-31', 'v': 0.770974848540481}, {'period': '2014-12-31', 'v': 0.7327306240674099}, {'period': '2013-12-31', 'v': 1.3948248291902894}, {'period': '2012-12-31', 'v': 0.8708677685950413}, {'period': '2011-12-31', 'v': 0.004578599287773444}, {'period': '2010-12-31', 'v': 0.0026588673225206062}], 'currentRatio': [{'period': '2019-12-31', 'v': 3.1774}, {'period': '2018-12-31', 'v': 0.9829}, {'period': '2017-12-31', 'v': 1.2753}, {'period': '2016-12-31', 'v': 1.6549}, {'period': '2015-12-31', 'v': 1.4975}, {'period': '2014-12-31', 'v': 1.4115}, {'period': '2013-12-31', 'v': 2.5946}, {'period': '2012-12-31', 'v': 2.2659}, {'period': '2011-12-31', 'v': 1.2471}, {'period': '2010-12-31', 'v': 2.1851}], 'ebitPerShare': [{'period': '2019-12-31', 'v': 8.7487}, {'period': '2018-12-31', 'v': 4.1287}, {'period': '2017-12-31', 'v': 5.9838}, {'period': '2016-12-31', 'v': 5.7535}, {'period': '2015-12-31', 'v': 4.6042}, {'period': '2014-12-31', 'v': 2.1186}, {'period': '2013-12-31', 'v': 3.5312}, {'period': '2012-12-31', 'v': 3.6886}, {'period': '2011-12-31', 'v': 2.2903}, {'period': '2010-12-31', 'v': 2.9836}, {'period': '2009-12-31', 'v': 3.1195}], 'eps': [{'period': '2019-12-31', 'v': 5.3113}, {'period': '2018-12-31', 'v': 3.6785}, {'period': '2017-12-31', 'v': 3.3119}, {'period': '2016-12-31', 'v': 3.6499}, {'period': '2015-12-31', 'v': 3.1423}, {'period': '2014-12-31', 'v': 1.1019}, {'period': '2013-12-31', 'v': 2.5736}, {'period': '2012-12-31', 'v': 3.345}, {'period': '2011-12-31', 'v': 2.1714}, {'period': '2010-12-31', 'v': 2.6426}, {'period': '2009-12-31', 'v': 2.933}], 'grossMargin': [{'period': '2019-12-31', 'v': 0.7714}, {'period': '2018-12-31', 'v': 0.7693}, {'period': '2017-12-31', 'v': 0.7463}, {'period': '2016-12-31', 'v': 0.7732}, {'period': '2015-12-31', 'v': 0.8031}, {'period': '2014-12-31', 'v': 0.7783}, {'period': '2013-12-31', 'v': 0.7562}, {'period': '2012-12-31', 'v': 0.7547}, {'period': '2011-12-31', 'v': 0.7365}, {'period': '2010-12-31', 'v': 0.7259}, {'period': '2009-12-31', 'v': 0.7146}], 'longtermDebtTotalAsset': [{'period': '2019-12-31', 'v': 0.7064}, {'period': '2018-12-31', 'v': 0.5897}, {'period': '2017-12-31', 'v': 0.4373}, {'period': '2016-12-31', 'v': 0.5513}, {'period': '2015-12-31', 'v': 0.5512}, {'period': '2014-12-31', 'v': 0.383}, {'period': '2013-12-31', 'v': 0.4895}, {'period': '2012-12-31', 'v': 0.5417}, {'period': '2011-12-31', 'v': 0.0016}], 'longtermDebtTotalCapital': [{'period': '2019-12-31', 'v': 1.0751}, {'period': '2018-12-31', 'v': 1.0985}, {'period': '2017-12-31', 'v': 0.7289}, {'period': '2016-12-31', 'v': 0.8785}, {'period': '2015-12-31', 'v': 0.821}, {'period': '2014-12-31', 'v': 0.6303}, {'period': '2013-12-31', 'v': 0.7438}, {'period': '2012-12-31', 'v': 0.7686}, {'period': '2011-12-31', 'v': 0.0027}], 'longtermDebtTotalEquity': [{'period': '2017-12-31', 'v': 6.0728}, {'period': '2016-12-31', 'v': 7.8602}, {'period': '2015-12-31', 'v': 7.4119}, {'period': '2014-12-31', 'v': 6.0494}, {'period': '2013-12-31', 'v': 3.1817}, {'period': '2012-12-31', 'v': 4.3503}, {'period': '2011-12-31', 'v': 0.0027}], 'netDebtToTotalCapital': [{'period': '2019-12-31', 'v': 0.4577}, {'period': '2018-12-31', 'v': 1.0363}, {'period': '2017-12-31', 'v': 0.6609}, {'period': '2016-12-31', 'v': 0.7653}, {'period': '2015-12-31', 'v': 0.6534}, {'period': '2014-12-31', 'v': 0.3965}, {'period': '2013-12-31', 'v': 0.2669}, {'period': '2012-12-31', 'v': 0.5133}, {'period': '2011-12-31', 'v': 0.0018}, {'period': '2010-12-31', 'v': -0.0006}], 'netDebtToTotalEquity': [{'period': '2017-12-31', 'v': 5.5062}, {'period': '2016-12-31', 'v': 6.8469}, {'period': '2015-12-31', 'v': 5.8991}, {'period': '2014-12-31', 'v': 3.8054}, {'period': '2013-12-31', 'v': 1.1416}, {'period': '2012-12-31', 'v': 2.9054}, {'period': '2011-12-31', 'v': 0.0018}, {'period': '2010-12-31', 'v': -0.0006}], 'netMargin': [{'period': '2019-12-31', 'v': 0.2369}, {'period': '2018-12-31', 'v': 0.1736}, {'period': '2017-12-31', 'v': 0.1882}, {'period': '2016-12-31', 'v': 0.2322}, {'period': '2015-12-31', 'v': 0.225}, {'period': '2014-12-31', 'v': 0.0889}, {'period': '2013-12-31', 'v': 0.2197}, {'period': '2012-12-31', 'v': 0.287}, {'period': '2011-12-31', 'v': 0.1968}, {'period': '2010-12-31', 'v': 0.2672}, {'period': '2009-12-31', 'v': 0.3262}], 'operatingMargin': [{'period': '2019-12-31', 'v': 0.3903}, {'period': '2018-12-31', 'v': 0.1949}, {'period': '2017-12-31', 'v': 0.3399}, {'period': '2016-12-31', 'v': 0.366}, {'period': '2015-12-31', 'v': 0.3297}, {'period': '2014-12-31', 'v': 0.1709}, {'period': '2013-12-31', 'v': 0.3014}, {'period': '2012-12-31', 'v': 0.3165}, {'period': '2011-12-31', 'v': 0.2076}, {'period': '2010-12-31', 'v': 0.3016}, {'period': '2009-12-31', 'v': 0.347}], 'pretaxMargin': [{'period': '2019-12-31', 'v': 0.2533}, {'period': '2018-12-31', 'v': 0.1587}, {'period': '2017-12-31', 'v': 0.2739}, {'period': '2016-12-31', 'v': 0.3075}, {'period': '2015-12-31', 'v': 0.2907}, {'period': '2014-12-31', 'v': 0.1187}, {'period': '2013-12-31', 'v': 0.2838}, {'period': '2012-12-31', 'v': 0.3115}, {'period': '2011-12-31', 'v': 0.2103}, {'period': '2010-12-31', 'v': 0.3092}, {'period': '2009-12-31', 'v': 0.4186}], 'salesPerShare': [{'period': '2019-12-31', 'v': 22.4164}, {'period': '2018-12-31', 'v': 21.1856}, {'period': '2017-12-31', 'v': 17.602}, {'period': '2016-12-31', 'v': 15.7192}, {'period': '2015-12-31', 'v': 13.964}, {'period': '2014-12-31', 'v': 12.3975}, {'period': '2013-12-31', 'v': 11.7145}, {'period': '2012-12-31', 'v': 11.655}, {'period': '2011-12-31', 'v': 11.0335}, {'period': '2010-12-31', 'v': 9.8912}, {'period': '2009-12-31', 'v': 8.9905}], 'sgaToSale': [{'period': '2019-12-31', 'v': 0.2286}, {'period': '2018-12-31', 'v': 0.2307}, {'period': '2017-12-31', 'v': 0.2537}, {'period': '2016-12-31', 'v': 0.2268}, {'period': '2015-12-31', 'v': 0.1969}, {'period': '2014-12-31', 'v': 0.2217}, {'period': '2013-12-31', 'v': 0.2438}, {'period': '2012-12-31', 'v': 0.2453}, {'period': '2011-12-31', 'v': 0.2635}, {'period': '2010-12-31', 'v': 0.2741}, {'period': '2009-12-31', 'v': 0.2854}], 'totalDebtToEquity': [{'period': '2017-12-31', 'v': 7.3314}, {'period': '2016-12-31', 'v': 7.9469}, {'period': '2015-12-31', 'v': 8.0281}, {'period': '2014-12-31', 'v': 8.5976}, {'period': '2013-12-31', 'v': 3.2776}, {'period': '2012-12-31', 'v': 4.6601}, {'period': '2011-12-31', 'v': 0.004}, {'period': '2010-12-31', 'v': 0}], 'totalDebtToTotalAsset': [{'period': '2019-12-31', 'v': 0.7488}, {'period': '2018-12-31', 'v': 0.6792}, {'period': '2017-12-31', 'v': 0.5279}, {'period': '2016-12-31', 'v': 0.5574}, {'period': '2015-12-31', 'v': 0.597}, {'period': '2014-12-31', 'v': 0.5444}, {'period': '2013-12-31', 'v': 0.5042}, {'period': '2012-12-31', 'v': 0.5803}, {'period': '2011-12-31', 'v': 0.0025}, {'period': '2010-12-31', 'v': 0}], 'totalDebtToTotalCapital': [{'period': '2019-12-31', 'v': 1.1396}, {'period': '2018-12-31', 'v': 1.2651}, {'period': '2017-12-31', 'v': 0.88}, {'period': '2016-12-31', 'v': 0.8882}, {'period': '2015-12-31', 'v': 0.8892}, {'period': '2014-12-31', 'v': 0.8958}, {'period': '2013-12-31', 'v': 0.7662}, {'period': '2012-12-31', 'v': 0.8233}, {'period': '2011-12-31', 'v': 0.004}, {'period': '2010-12-31', 'v': 0}], 'totalRatio': [{'period': '2019-12-31', 'v': 0.916}, {'period': '2018-12-31', 'v': 0.8754}, {'period': '2017-12-31', 'v': 1.0776}, {'period': '2016-12-31', 'v': 1.0754}, {'period': '2015-12-31', 'v': 1.0803}, {'period': '2014-12-31', 'v': 1.0676}, {'period': '2013-12-31', 'v': 1.1818}, {'period': '2012-12-31', 'v': 1.1422}, {'period': '2011-12-31', 'v': 2.5723}, {'period': '2010-12-31', 'v': 3.8908}]}"
ABMD,10DayAverageTradingVolume,0.25894,
ABMD,13WeekPriceReturnDaily,-7.90237,
ABMD,26WeekPriceReturnDaily,27.33444,
ABMD,3MonthAverageTradingVolume,6.09986,
ABMD,52WeekHigh,387.4,
ABMD,52WeekHighDate,2021-01-28,
ABMD,52WeekLow,177.69,
ABMD,52WeekLowDate,2020-05-04,
ABMD,52WeekPriceReturnDaily,67.70196,
ABMD,5DayPriceReturnDaily,-8.63174,
ABMD,assetTurnoverAnnual,0.62529,
ABMD,assetTurnoverTTM,0.62529,
ABMD,beta,1.27456,
ABMD,bookValuePerShareAnnual,29.37148,
ABMD,bookValuePerShareQuarterly,29.37148,
ABMD,bookValueShareGrowth5Y,27.67537,
ABMD,capitalSpendingGrowth5Y,,
ABMD,cashFlowPerShareAnnual,,
ABMD,cashFlowPerShareTTM,4.07096,
ABMD,cashPerSharePerShareAnnual,12.89337,
ABMD,cashPerSharePerShareQuarterly,12.89337,
ABMD,currentDividendYieldTTM,0,
ABMD,currentEv/freeCashFlowAnnual,,
ABMD,currentEv/freeCashFlowTTM,87.75184,
ABMD,currentRatioAnnual,6.10972,
ABMD,currentRatioQuarterly,6.10972,
ABMD,dividendGrowthRate5Y,,
ABMD,dividendPerShare5Y,,
ABMD,dividendPerShareAnnual,,
ABMD,dividendYield5Y,,
ABMD,dividendYieldIndicatedAnnual,,
ABMD,dividendsPerShareTTM,0,
ABMD,ebitdPerShareTTM,5.40404,
ABMD,ebitdaCagr5Y,27.39776,
ABMD,ebitdaInterimCagr5Y,29.25953,
ABMD,epsBasicExclExtraItemsAnnual,4.99612,
ABMD,epsBasicExclExtraItemsTTM,4.99527,
ABMD,epsExclExtraItemsAnnual,4.93771,
ABMD,epsExclExtraItemsTTM,4.93687,
ABMD,epsGrowth3Y,19.22904,
ABMD,epsGrowth5Y,42.18475,
ABMD,epsGrowthQuarterlyYoy,77.53792,
ABMD,epsGrowthTTMYoy,11.48706,
ABMD,epsInclExtraItemsAnnual,4.93771,
ABMD,epsInclExtraItemsTTM,4.93687,
ABMD,epsNormalizedAnnual,4.93771,
ABMD,focfCagr5Y,,
ABMD,freeCashFlowAnnual,,
ABMD,freeCashFlowPerShareTTM,,
ABMD,freeCashFlowTTM,,
ABMD,freeOperatingCashFlow/revenue5Y,,
ABMD,freeOperatingCashFlow/revenueTTM,,
ABMD,grossMargin5Y,82.49911,
ABMD,grossMarginAnnual,80.89643,
ABMD,grossMarginTTM,80.89645,
ABMD,inventoryTurnoverAnnual,1.89202,
ABMD,inventoryTurnoverTTM,1.89202,
ABMD,longTermDebt/equityAnnual,,
ABMD,longTermDebt/equityQuarterly,,
ABMD,marketCapitalization,14506.93,
ABMD,monthToDatePriceReturnDaily,0.62749,
ABMD,netDebtAnnual,-583.695,
ABMD,netDebtInterim,-583.695,
ABMD,netIncomeEmployeeAnnual,,
ABMD,netIncomeEmployeeTTM,,
ABMD,netInterestCoverageAnnual,,
ABMD,netInterestCoverageTTM,,
ABMD,netMarginGrowth5Y,18.11338,
ABMD,netProfitMargin5Y,24.97179,
ABMD,netProfitMarginAnnual,26.60993,
ABMD,netProfitMarginTTM,26.6099,
ABMD,operatingMargin5Y,27.05727,
ABMD,operatingMarginAnnual,27.08567,
ABMD,operatingMarginTTM,27.08564,
ABMD,payoutRatioAnnual,,
ABMD,payoutRatioTTM,0,
ABMD,pbAnnual,10.91977,
ABMD,pbQuarterly,10.91977,
ABMD,pcfShareTTM,78.0194,
ABMD,peBasicExclExtraTTM,63.80636,
ABMD,peExclExtraAnnual,64.95521,
ABMD,peExclExtraHighTTM,133.4967,
ABMD,peExclExtraTTM,64.96626,
ABMD,peExclLowTTM,32.00047,
ABMD,peInclExtraTTM,64.96626,
ABMD,peNormalizedAnnual,64.95521,
ABMD,pfcfShareAnnual,,
ABMD,pfcfShareTTM,,
ABMD,pretaxMargin5Y,30.31794,
ABMD,pretaxMarginAnnual,34.00738,
ABMD,pretaxMarginTTM,34.00734,
ABMD,priceRelativeToS&P50013Week,-18.18732,
ABMD,priceRelativeToS&P50026Week,-0.41578,
ABMD,priceRelativeToS&P5004Week,-2.21445,
ABMD,priceRelativeToS&P50052Week,16.81425,
ABMD,priceRelativeToS&P500Ytd,-11.12852,
ABMD,psAnnual,17.11687,
ABMD,psTTM,17.11685,
ABMD,ptbvAnnual,11.99954,
ABMD,ptbvQuarterly,11.99954,
ABMD,quickRatioAnnual,5.48121,
ABMD,quickRatioQuarterly,5.48121,
ABMD,receivablesTurnoverAnnual,9.32219,
ABMD,receivablesTurnoverTTM,9.3222,
ABMD,revenueEmployeeAnnual,,
ABMD,revenueEmployeeTTM,,
ABMD,revenueGrowth3Y,12.59419,
ABMD,revenueGrowth5Y,20.79467,
ABMD,revenueGrowthQuarterlyYoy,16.73683,
ABMD,revenueGrowthTTMYoy,0.78977,
ABMD,revenuePerShareAnnual,18.5559,
ABMD,revenuePerShareTTM,18.55561,
ABMD,revenueShareGrowth5Y,20.37979,
ABMD,roaRfy,16.63887,
ABMD,roaa5Y,19.12164,
ABMD,roae5Y,21.86821,
ABMD,roaeTTM,18.83188,
ABMD,roeRfy,18.83188,
ABMD,roeTTM,16.63887,
ABMD,roi5Y,21.3672,
ABMD,roiAnnual,18.41045,
ABMD,roiTTM,18.41045,
ABMD,tangibleBookValuePerShareAnnual,26.70492,
ABMD,tangibleBookValuePerShareQuarterly,26.70492,
ABMD,tbvCagr5Y,30.4218,
ABMD,totalDebt/totalEquityAnnual,,
ABMD,totalDebt/totalEquityQuarterly,,
ABMD,totalDebtCagr5Y,,
ABMD,yearToDatePriceReturnDaily,-1.07033,
