,RSI,RSI,RSI,RSI,RSI,RSI,RSI,RSI,RSI,RSI
,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE
time,,,,,,,,,,
2020-11-16 00:00:00-05:00,36.484140760612284,61.87261671647945,51.12964893986793,55.84634220997856,78.49656667871339,56.59246575342471,33.03435973525831,36.67296786389414,44.13058119725841,52.20094402133455
2020-11-17 00:00:00-05:00,47.15586643790417,58.84563114557519,55.32154945468224,64.515558698727,81.89781021897812,50.72908672294705,34.78573811070343,34.412420513667506,57.91005978684687,53.461894477013274
2020-11-18 00:00:00-05:00,37.953795379537965,57.695784370120805,53.8827838827839,63.51070075252176,84.08317580340267,50.01513317191283,53.93451101009827,29.279089376053943,54.609375,56.65789814136013
2020-11-19 00:00:00-05:00,42.909201336167634,57.27091633466137,55.01538461538465,72.87458900892436,81.59965034965037,52.227415816083194,52.66851941128099,30.96707818930041,56.563995215311,56.02736271357418
2020-11-20 00:00:00-05:00,41.1948701908039,55.141182738412354,50.55508627971525,69.01690391459074,80.00949667616335,52.601156069364166,54.540372174746445,35.353253281206364,54.609375,55.77067905108572
2020-11-23 00:00:00-05:00,40.27954256670905,61.108545034642034,33.17295930848888,64.06079097346151,77.59726378794359,50.826033276500695,55.40461297888973,35.288270377733596,52.65645371577575,59.30691130814197
2020-11-24 00:00:00-05:00,41.84967522424991,62.91648156374944,44.67572026906968,57.67744559690869,71.8733225979603,50.31483901627657,55.72133052737375,34.00921658986176,53.80089058524173,46.91889525338391
2020-11-25 00:00:00-05:00,45.85032946344524,60.942800327523685,48.397104446742496,48.79009105077517,71.01917465610678,49.324447137231125,53.58861267040897,32.514734774066824,55.53545586107092,45.940623490506454
2020-11-27 00:00:00-05:00,47.43122306927412,54.90298898793917,42.56316749153424,44.24510074523872,71.4961413990541,44.45290199809705,57.07312821406776,33.719247467438535,54.44586302046869,42.91291049581454
2020-11-30 00:00:00-05:00,53.652834599649346,43.00147856086741,45.779601406799536,50.38883989417143,73.91944990176816,46.38134508744489,50.925034045238675,39.459838653104185,55.544529893326704,46.62173642181573
2020-12-01 00:00:00-05:00,56.49230769230771,45.280652242082134,52.24642968831438,51.49956217162872,66.3492063492064,39.868057412855514,56.46105689559931,35.38000748783228,54.4216234681242,52.02059998874318
2020-12-02 00:00:00-05:00,56.215554194733635,44.94142705005323,50.91931317428966,45.17898383371823,67.46943946012857,41.43143325441632,59.66894377299,33.25876211782252,52.56515325356498,45.04577101598762
2020-12-03 00:00:00-05:00,60.09852216748768,44.93827160493824,52.101859337105914,45.63632576546553,69.96843529234944,40.54535733380858,55.14516291062518,33.28358208955224,54.95202802172703,43.813299170916814
2020-12-04 00:00:00-05:00,62.13183730715288,44.27321949187834,55.299886835156514,50.23474178403756,72.3383635608474,37.74958014554954,56.7219152854512,32.629992464205,55.6333275004375,40.01754702861716
2020-12-07 00:00:00-05:00,61.21602947950255,46.01965562315422,54.482995534180674,51.81818181818182,65.26355233574824,35.70108265117504,63.643598447320976,35.74771562291066,49.42446043165472,47.09879769994771
2020-12-08 00:00:00-05:00,64.82873851294907,47.48822605965461,56.201275690999296,48.77749611579032,67.53443847770261,39.9942578237152,61.07486379229167,40.024038461538474,45.073623407982595,44.92217263524542
2020-12-09 00:00:00-05:00,75.15738498789348,50.91330771444527,58.51686646222469,44.51824763042018,65.77145866245397,38.89968895800931,56.78904246669581,48.156182212581356,47.20583130857337,38.53887816721659
2020-12-10 00:00:00-05:00,74.82826300294407,53.849337089560485,56.36682242990654,46.34040710264183,63.343945548358775,38.24906814489151,54.10217232445359,40.30969030969029,48.16513761467889,36.64738043420562
2020-12-11 00:00:00-05:00,76.1487964989059,45.20871935575821,59.94804314677811,48.1873451925242,61.28266033254155,38.689095127610194,47.79202488189902,37.52212389380535,54.053084648493524,39.17385383567867
2020-12-14 00:00:00-05:00,74.7774480712166,47.031069535799986,65.10971105800563,59.034482758620676,55.95533498759306,39.94011976047903,51.07620204825551,42.6988922457201,52.440961558826636,39.0690013869626
2020-12-15 00:00:00-05:00,71.49700598802396,42.48472396403125,62.742141282913806,66.4785553047404,53.594529661800074,37.31250000000002,50.52723879758079,48.98218829516532,51.57951482479786,42.6529501953608
2020-12-16 00:00:00-05:00,71.49700598802396,48.60578795913493,58.82707492013743,71.25105902287488,58.447790832368014,42.534908700322255,50.69135858164344,56.70103092783503,46.87964338781575,42.59616812713504
2020-12-17 00:00:00-05:00,69.43127962085309,55.40762195853769,62.62945601220969,71.63555307885204,56.87789799072642,43.90073400908771,50.51051594937853,57.879656160458424,66.52621722846442,41.78924644811487
2020-12-18 00:00:00-05:00,64.14176511466299,60.96882401105817,67.04399579880966,67.43224621038127,55.9837728194726,43.71736860424642,56.22484330256117,55.85585585585587,63.19104268719384,45.02133712660027
2020-12-21 00:00:00-05:00,64.30935377111999,62.94937842983536,61.31506849315071,64.04665314401623,56.04060913705581,43.626259117749186,55.764156687639506,54.48768864177918,60.187249219794936,48.34453469673856
2020-12-22 00:00:00-05:00,65.82278481012659,61.22751189388448,73.95902181097146,69.10002179123991,57.98540915882924,45.11341360963313,54.6079948895604,50.84269662921352,60.865644724977486,50.31627372052907
2020-12-23 00:00:00-05:00,68.9191711778981,55.51619433198381,76.16849394114246,66.92697340650066,53.08537616229922,43.5906908016254,54.63028904005297,49.7936726272352,64.97721057429351,50.29736618521669
2020-12-24 00:00:00-05:00,64.88082682978275,58.67089683304064,74.93932038834943,63.96237136182843,43.35578689528476,43.3123780619987,59.54250231960593,53.1450577663672,68.35443037974684,51.07673008572026
2020-12-28 00:00:00-05:00,63.20246343341029,54.72740248859651,70.73750991276759,67.83681749028005,40.97744360902259,52.641285733104986,55.720901803135995,53.69649805447467,69.2760089231393,54.43620557402199
2020-12-29 00:00:00-05:00,58.251422659079154,56.47799627115066,67.12823600240817,68.61608710923782,38.23760818253345,49.52969254527579,58.53969931101269,52.784950202877134,72.5008087997412,54.587155963302784
2020-12-30 00:00:00-05:00,54.76864966949956,55.20356494033585,56.563245823389074,72.29829755736493,36.64245359160611,52.30669265756988,61.972605181839725,50.3307151715585,76.30234933605723,59.98319798375803
2020-12-31 00:00:00-05:00,47.93478260869568,49.23184357541898,62.12197327438959,73.54700199355932,41.09678828927245,56.090651558073624,61.4503012048192,53.77068103116583,73.73817034700318,60.089824314208954
2021-01-04 00:00:00-05:00,43.77358490566039,51.27272727272726,63.233790141133184,68.42630903124555,39.5750052598359,56.223379081874086,66.38844145067596,56.7086730911786,68.29802775748728,48.25842497966686
2021-01-05 00:00:00-05:00,52.76571644326984,50.787401574803134,63.10471524800985,65.36658855038502,45.30447542186353,60.357761107905326,65.26432606941073,56.8766637089618,66.09413339281737,42.20027651589964
2021-01-06 00:00:00-05:00,62.387251954299565,47.69874476987447,77.25127430621104,54.845803712985216,46.79802955665019,77.2892561983471,68.44235066739135,58.93223819301852,65.6652360515022,33.880942564460376
2021-01-07 00:00:00-05:00,63.68406517536594,47.69874476987449,77.16072782410912,54.8062015503876,44.33725386546847,80.02043944813492,64.574191149126,56.98529411764709,67.00672889081837,36.50290865897115
2021-01-08 00:00:00-05:00,62.02714409471559,46.05285305504123,77.30848360159749,55.14004309018161,45.770567786790224,83.34015554645924,61.5825133085981,52.50046133973058,49.265687583444596,37.299248120300774
2021-01-11 00:00:00-05:00,63.70411261385591,47.409461098596445,74.42781690140843,53.47761194029849,45.29262086513998,75.68773234200741,55.20338584528564,53.19148936170217,48.05731606503168,35.153901958752215
2021-01-12 00:00:00-05:00,66.45551396487211,49.10452621295994,79.0856731461483,58.02623710071414,42.79346210995545,76.08370702541109,53.60638971411866,46.37436762225964,52.0131225767968,35.924592247405194
2021-01-13 00:00:00-05:00,64.20623145400614,50.93399750933996,69.54732510288065,55.604126858510234,44.04591104734569,76.16909839132063,57.02032444527309,57.57171447631752,53.2681734880879,31.930693069306948
2021-01-14 00:00:00-05:00,56.09202851587829,56.22222222222223,63.86627906976743,53.953508732730356,48.76295784381477,75.5595344673232,52.262853005068735,52.06113010255378,52.99301124278335,31.421612046058474
2021-01-15 00:00:00-05:00,56.30441792970022,51.1111111111111,63.17898143154325,57.006123142273964,50.87833441769682,72.34332425068122,52.989758837132456,52.90073395039164,51.001608422283915,33.69500887749066
2021-01-19 00:00:00-05:00,57.51685217118684,49.10620399579391,60.34777651083241,48.49182215545681,53.95405570237852,63.440860215053775,51.44339043199345,51.31950040290086,50.713340197087796,33.33658631794675
2021-01-20 00:00:00-05:00,52.873096446700615,46.195982958003675,62.57759385161097,52.37023458272941,52.325826141864844,63.30935251798563,53.608919606181104,50.623212096444625,55.49417736637804,40.95767668328099
2021-01-21 00:00:00-05:00,53.95381385584334,46.80628272251309,63.025700934579405,54.566514546160946,52.82193248794431,58.568479008947,52.18735300047036,50.49677353272558,50.50271739130435,37.742574257425765
2021-01-22 00:00:00-05:00,57.329938159330794,50.680272108843525,58.46654023299917,51.9190869652979,54.79204339963832,61.28617363344052,57.947716346153825,54.78046778826425,49.0525563103325,36.18187354105353
2021-01-25 00:00:00-05:00,60.24534774924636,53.72596153846154,52.86624203821656,54.85881583141789,59.1104174795162,62.274014375952966,65.26394422310756,53.332018927444786,50.73339085418459,36.29184152265145
2021-01-26 00:00:00-05:00,59.02912621359228,51.32743362831858,50.56232427366447,53.572531382767146,57.21583652618138,63.0939697421692,54.88961569910059,57.32368896925859,49.910188395505244,37.73916974795344
2021-01-27 00:00:00-05:00,42.80009982530568,60.633946830265835,35.07588532883645,63.1623384341267,43.347847121432025,51.80118559051526,40.6769596199525,56.91202872531417,45.04643962848301,39.384952397000596
2021-01-28 00:00:00-05:00,41.19055764625381,65.30612244897956,41.607684529828155,52.45888140779996,44.07831900668575,41.3429522752497,54.70687294126356,66.65122742010188,45.77172186239771,35.10724658596863
2021-01-29 00:00:00-05:00,42.19937416182378,58.181818181818166,41.97154134465491,49.78100311523069,46.15487227372775,36.06001936108423,56.83546984183864,70.68403908794787,46.66192339618171,33.32244151091361
2021-02-01 00:00:00-05:00,40.802124347587196,55.95337218984178,43.48977680157631,50.01014622792585,47.47769916948629,41.750240417639795,59.073810492069924,69.58845537145912,50.6657702272802,39.951520085857524
2021-02-02 00:00:00-05:00,44.04268875438035,58.78571428571429,39.156291298602,43.85417501711199,49.02985074626863,40.74272690709209,60.99321705426357,68.6346863468635,46.68203783835007,42.84532049352996
2021-02-03 00:00:00-05:00,45.278693222524694,63.201530612244895,37.69691132971045,47.05858404917969,51.843756610026084,42.23766504517024,51.01304805899991,70.12987012987016,47.537872696278704,48.36194189529742
2021-02-04 00:00:00-05:00,45.3622519612367,63.688250344420375,38.52588740673755,46.95944552167998,50.18678346000255,54.569304766069095,52.70010046885467,76.05633802816905,47.887761441292206,50.31031807602793
2021-02-05 00:00:00-05:00,50.32492851572655,67.3044925124792,40.513552068473636,49.18758912752263,45.91977869986166,55.147844674029216,49.039328883276205,79.51285081925425,42.77966918743034,47.59889496267563
