390,LRE,EXR,EXTRA SPACE STORAGE INC REIT USD.01
391,LRE,ESS,ESSEX PROPERTY TRUST INC REIT USD.0001
392,LRE,PEAK,HEALTHPEAK PROPERTIES INC REIT USD1.0
393,LRE,MAA,MID AMERICA APARTMENT COMM REIT USD.01
394,LRE,DRE,DUKE REALTY CORP REIT USD.01
395,LRE,BXP,BOSTON PROPERTIES INC REIT USD.01
396,LRE,UDR,UDR INC REIT USD.01
397,LRE,HST,HOST HOTELS + RESORTS INC REIT USD.01
398,LRE,IRM,IRON MOUNTAIN INC REIT USD.01
399,LRE,REG,REGENCY CENTERS CORP REIT USD.01
400,LRE,KIM,KIMCO REALTY CORP REIT USD.01
401,LRE,FRT,FEDERAL REALTY INVS TRUST REIT USD.01
402,LRE,VNO,VORNADO REALTY TRUST REIT USD.04
,,,
,,XLK,Technology
,,,
403,XLK,AAPL,APPLE INC COMMON STOCK USD.00001
404,XLK,MSFT,MICROSOFT CORP COMMON STOCK USD.00000625
405,XLK,V,VISA INC CLASS A SHARES COMMON STOCK USD.0001
406,XLK,NVDA,NVIDIA CORP COMMON STOCK USD.001
407,XLK,MA,MASTERCARD INC   A COMMON STOCK USD.0001
408,XLK,PYPL,PAYPAL HOLDINGS INC COMMON STOCK USD.0001
409,XLK,ADBE,ADOBE INC COMMON STOCK USD.0001
410,XLK,INTC,INTEL CORP COMMON STOCK USD.001
411,XLK,CSCO,CISCO SYSTEMS INC COMMON STOCK USD.001
412,XLK,CRM,SALESFORCE.COM INC COMMON STOCK USD.001
413,XLK,ACN,ACCENTURE PLC CL A COMMON STOCK USD.0000225
414,XLK,AVGO,BROADCOM INC COMMON STOCK
415,XLK,TXN,TEXAS INSTRUMENTS INC COMMON STOCK USD1.0
416,XLK,QCOM,QUALCOMM INC COMMON STOCK USD.0001
417,XLK,ORCL,ORACLE CORP COMMON STOCK USD.01
418,XLK,IBM,INTL BUSINESS MACHINES CORP COMMON STOCK USD.2
419,XLK,AMAT,APPLIED MATERIALS INC COMMON STOCK USD.01
420,XLK,INTU,INTUIT INC COMMON STOCK USD.01
421,XLK,MU,MICRON TECHNOLOGY INC COMMON STOCK USD.1
422,XLK,NOW,SERVICENOW INC COMMON STOCK USD.001
423,XLK,AMD,ADVANCED MICRO DEVICES COMMON STOCK USD.01
424,XLK,FIS,FIDELITY NATIONAL INFO SERV COMMON STOCK USD.01
425,XLK,LRCX,LAM RESEARCH CORP COMMON STOCK USD.001
426,XLK,ADP,AUTOMATIC DATA PROCESSING COMMON STOCK USD.1
427,XLK,FISV,FISERV INC COMMON STOCK USD.01
428,XLK,ADSK,AUTODESK INC COMMON STOCK USD.01
429,XLK,GPN,GLOBAL PAYMENTS INC COMMON STOCK
430,XLK,ADI,ANALOG DEVICES INC COMMON STOCK USD.167
431,XLK,NXPI,NXP SEMICONDUCTORS NV COMMON STOCK
432,XLK,KLAC,KLA CORP COMMON STOCK USD.001
433,XLK,TEL,TE CONNECTIVITY LTD COMMON STOCK CHF.57
434,XLK,CTSH,COGNIZANT TECH SOLUTIONS A COMMON STOCK USD.01
435,XLK,HPQ,HP INC COMMON STOCK USD.01
436,XLK,APH,AMPHENOL CORP CL A COMMON STOCK USD.001
437,XLK,MCHP,MICROCHIP TECHNOLOGY INC COMMON STOCK USD.001
438,XLK,SNPS,SYNOPSYS INC COMMON STOCK USD.01
439,XLK,CDNS,CADENCE DESIGN SYS INC COMMON STOCK USD.01
440,XLK,GLW,CORNING INC COMMON STOCK USD.5
441,XLK,PAYX,PAYCHEX INC COMMON STOCK USD.01
442,XLK,MSI,MOTOROLA SOLUTIONS INC COMMON STOCK USD.01
443,XLK,ANSS,ANSYS INC COMMON STOCK USD.01
444,XLK,XLNX,XILINX INC COMMON STOCK USD.01
445,XLK,SWKS,SKYWORKS SOLUTIONS INC COMMON STOCK USD.25
446,XLK,FTNT,FORTINET INC COMMON STOCK USD.001
447,XLK,ZBRA,ZEBRA TECHNOLOGIES CORP CL A COMMON STOCK USD.01
448,XLK,KEYS,KEYSIGHT TECHNOLOGIES IN COMMON STOCK
449,XLK,MXIM,MAXIM INTEGRATED PRODUCTS COMMON STOCK USD.001
450,XLK,FLT,FLEETCOR TECHNOLOGIES INC COMMON STOCK USD.001
451,XLK,CDW,CDW CORP/DE COMMON STOCK USD.01
452,XLK,VRSN,VERISIGN INC COMMON STOCK USD.001
453,XLK,TER,TERADYNE INC COMMON STOCK USD.125
454,XLK,HPE,HEWLETT PACKARD ENTERPRISE COMMON STOCK USD.01
455,XLK,WDC,WESTERN DIGITAL CORP COMMON STOCK USD.01
456,XLK,QRVO,QORVO INC COMMON STOCK USD.0001
457,XLK,TRMB,TRIMBLE INC COMMON STOCK
458,XLK,IT,GARTNER INC COMMON STOCK USD.0005
459,XLK,BR,BROADRIDGE FINANCIAL SOLUTIO COMMON STOCK USD.01
460,XLK,AKAM,AKAMAI TECHNOLOGIES INC COMMON STOCK USD.01
461,XLK,ANET,ARISTA NETWORKS INC COMMON STOCK USD.0001
462,XLK,STX,SEAGATE TECHNOLOGY COMMON STOCK USD.00001
463,XLK,PAYC,PAYCOM SOFTWARE INC COMMON STOCK USD.01
464,XLK,TYL,TYLER TECHNOLOGIES INC COMMON STOCK USD.01
465,XLK,NTAP,NETAPP INC COMMON STOCK USD.001
466,XLK,ENPH,ENPHASE ENERGY INC COMMON STOCK USD.00001
467,XLK,CTXS,CITRIX SYSTEMS INC COMMON STOCK USD.001
468,XLK,MPWR,MONOLITHIC POWER SYSTEMS INC COMMON STOCK USD.001
469,XLK,PTC,PTC INC COMMON STOCK USD.01
470,XLK,NLOK,NORTONLIFELOCK INC COMMON STOCK USD.01
471,XLK,JKHY,JACK HENRY + ASSOCIATES INC COMMON STOCK USD.01
472,XLK,FFIV,F5 NETWORKS INC COMMON STOCK
473,XLK,WU,WESTERN UNION CO COMMON STOCK USD.01
474,XLK,JNPR,JUNIPER NETWORKS INC COMMON STOCK USD.00001
475,XLK,DXC,DXC TECHNOLOGY CO COMMON STOCK USD.01
476,XLK,FLIR,FLIR SYSTEMS INC COMMON STOCK USD.01
477,XLK,IPGP,IPG PHOTONICS CORP COMMON STOCK USD.0001
,,,
,,XLU,Utilities
,,,
478,XLU,NEE,NEXTERA ENERGY INC COMMON STOCK USD.01
479,XLU,DUK,DUKE ENERGY CORP COMMON STOCK USD.001
480,XLU,SO,SOUTHERN CO/THE COMMON STOCK USD5.0
481,XLU,D,DOMINION ENERGY INC COMMON STOCK
482,XLU,AEP,AMERICAN ELECTRIC POWER COMMON STOCK USD6.5
483,XLU,EXC,EXELON CORP COMMON STOCK
484,XLU,SRE,SEMPRA ENERGY COMMON STOCK
485,XLU,XEL,XCEL ENERGY INC COMMON STOCK USD2.5
486,XLU,PEG,PUBLIC SERVICE ENTERPRISE GP COMMON STOCK
487,XLU,WEC,WEC ENERGY GROUP INC COMMON STOCK USD.01
488,XLU,ES,EVERSOURCE ENERGY COMMON STOCK USD5.0
489,XLU,AWK,AMERICAN WATER WORKS CO INC COMMON STOCK USD.01
490,XLU,DTE,DTE ENERGY COMPANY COMMON STOCK
491,XLU,ED,CONSOLIDATED EDISON INC COMMON STOCK USD.1
492,XLU,PPL,PPL CORP COMMON STOCK USD.01
493,XLU,EIX,EDISON INTERNATIONAL COMMON STOCK
494,XLU,ETR,ENTERGY CORP COMMON STOCK USD.01
495,XLU,AEE,AMEREN CORPORATION COMMON STOCK USD.01
496,XLU,FE,FIRSTENERGY CORP COMMON STOCK USD.1
497,XLU,CMS,CMS ENERGY CORP COMMON STOCK USD.01
498,XLU,AES,AES CORP COMMON STOCK USD.01
499,XLU,EVRG,EVERGY INC COMMON STOCK
500,XLU,LNT,ALLIANT ENERGY CORP COMMON STOCK USD.01
501,XLU,CNP,CENTERPOINT ENERGY INC COMMON STOCK USD.01
502,XLU,ATO,ATMOS ENERGY CORP COMMON STOCK
503,XLU,NI,NISOURCE INC COMMON STOCK USD.01
504,XLU,PNW,PINNACLE WEST CAPITAL COMMON STOCK
505,XLU,NRG,NRG ENERGY INC COMMON STOCK USD.01
505,,,
